,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,updated_github_id,trending
10,beanie,roman-right/beanie,beanie,[],database-odms,https://github.com/BeanieODM/beanie,https://github.com/BeanieODM/beanie,Apache-2.0,2021-02-23 20:11:23,2025-12-08 19:52:06,2025-11-20 18:45:39,579,4.0,265,18,471,93.0,412.0,2602,2025-11-20 18:47:01,2.0.1,,1274695.0,100.0,Asynchronous Python ODM for MongoDB.,4452.0,4452.0,119.0,https://pypi.org/project/beanie,1274695.0,32,True,3,BeanieODM/beanie,
11,sqladmin,aminalaee/sqladmin,sqladmin,[],admin-interface,https://github.com/aminalaee/sqladmin,https://github.com/aminalaee/sqladmin,BSD-3-Clause,2021-12-22 10:09:54,2025-11-27 08:39:58,2025-11-27 08:39:57,399,10.0,253,15,476,72.0,212.0,2570,2025-11-24 12:52:23,0.22.0,,406126.0,43.0,SQLAlchemy Admin for FastAPI and Starlette.,1776.0,1776.0,81.0,https://pypi.org/project/sqladmin,406126.0,31,True,1,,
12,ormar,collerek/ormar,ormar,[],database-orms,https://github.com/collerek/ormar,https://github.com/collerek/ormar,MIT,2020-08-02 06:34:03,2025-12-10 02:07:59,2025-12-10 02:06:57,1431,10.0,92,16,935,70.0,202.0,1783,2024-12-06 10:47:54,0.20.2,,465765.0,80.0,python async orm with fastapi in mind and pydantic validation.,1102.0,1102.0,44.0,https://pypi.org/project/ormar,465765.0,31,True,2,,2.0
13,opentelemetry-instrumentation-fastapi,open-telemetry/opentelemetry-python-contrib,opentelemetry-instrumentation-fastapi,['observability'],restful-api-observability,https://github.com/open-telemetry/opentelemetry-python-contrib,https://github.com/open-telemetry/opentelemetry-python-contrib,Apache-2.0,2019-11-08 18:23:43,2025-12-11 16:04:36,2025-12-11 16:04:35,2714,117.0,815,22,2439,553.0,940.0,956,2025-12-11 14:50:50,opentelemetry-instrumentation-google-genai==0.5b0,,29903671.0,73.0,OpenTelemetry instrumentation for Python modules.,,,402.0,https://pypi.org/project/opentelemetry-instrumentation-fastapi,29903671.0,31,True,1,,
14,prometheus-fastapi-instrumentator,trallnag/prometheus-fastapi-instrumentator,prometheus-fastapi-instrumentator,['observability'],restful-api-observability,https://github.com/trallnag/prometheus-fastapi-instrumentator,https://github.com/trallnag/prometheus-fastapi-instrumentator,ISC,2020-07-09 10:57:52,2025-10-01 05:02:39,2025-09-07 16:02:38,454,,107,5,235,42.0,63.0,1389,2025-03-19 19:38:47,7.1.0,,6461506.0,14.0,Instrument your FastAPI with Prometheus metrics.,6809.0,6809.0,30.0,https://pypi.org/project/prometheus-fastapi-instrumentator,6461506.0,30,True,3,,
15,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2025-12-08 16:35:12,2025-12-03 23:23:58,3611,48.0,596,38,2809,393.0,736.0,4573,2025-12-03 23:24:20,0.287.2,528.0,665.0,100.0,A GraphQL library for Python that leverages type annotations.,,,299.0,https://pypi.org/project/strawberry,625.0,27,True,3,,
16,SlowApi,laurentS/slowapi,slowapi,['rate-limiting'],restful-api-rate-limiting,https://github.com/laurentS/slowapi,https://github.com/laurentS/slowapi,MIT,2020-02-21 12:56:20,2025-08-10 12:25:45,2025-08-08 15:15:46,261,,103,15,126,44.0,64.0,1807,,,,3899600.0,,A rate limiter for Starlette and FastAPI.,8003.0,8003.0,26.0,https://pypi.org/project/slowapi,3899600.0,27,True,1,,
17,authx,yezz123/AuthX,authx,['authentication'],restful-api-authentication,https://github.com/yezz123/authx,https://github.com/yezz123/authx,MIT,2021-08-23 16:18:04,2025-12-08 22:25:56,2025-12-02 10:04:39,1373,12.0,58,14,682,7.0,59.0,1119,2025-05-31 14:53:11,1.4.3,,41280.0,45.0,Ready-to-use and customizable Authentications and Oauth2 management for FastAPI.,241.0,241.0,21.0,https://pypi.org/project/authx,41280.0,27,True,2,,
18,Dapr SDK for Python,dapr/python-sdk,dapr-ext-fastapi,[],dappfs,https://github.com/dapr/python-sdk,https://github.com/dapr/python-sdk,Apache-2.0,2019-06-21 15:51:20,2025-12-10 14:45:40,2025-12-10 14:41:12,499,14.0,136,26,565,13.0,282.0,260,,,,76670.0,,Dapr SDK for Python.,913.0,913.0,86.0,https://pypi.org/project/dapr-ext-fastapi,76670.0,27,True,1,,
19,piccolo,piccolo-orm/piccolo,piccolo,[],database-orms,https://github.com/piccolo-orm/piccolo,https://github.com/piccolo-orm/piccolo,MIT,2018-10-27 20:53:26,2025-12-06 00:15:02,2025-12-06 00:15:02,1934,23.0,96,16,586,68.0,438.0,1837,2025-10-21 23:03:55,1.30.0,,86038.0,100.0,"A fast, user friendly ORM and query builder which supports asyncio.",,,52.0,https://pypi.org/project/piccolo,86038.0,26,True,3,,-4.0
20,strictdoc,strictdoc-project/strictdoc,strictdoc,,requirement-management-framework,https://github.com/strictdoc-project/strictdoc,https://github.com/strictdoc-project/strictdoc,,2020-05-14 18:03:48,2025-12-10 08:38:06,2025-12-10 08:38:04,5314,296.0,40,8,1961,123.0,466.0,225,2025-11-30 14:26:15,0.15.2,,10095.0,79.0,Software for technical documentation and requirements management.,14.0,14.0,33.0,https://pypi.org/project/strictdoc,10095.0,26,True,1,,
21,fastapi-admin,fastapi-admin/fastapi-admin,fastapi-admin,[],admin-interface,https://github.com/fastapi-admin/fastapi-admin,https://github.com/fastapi-admin/fastapi-admin,Apache-2.0,2020-04-06 05:09:44,2025-04-05 06:11:16,2025-04-05 06:11:16,406,,440,42,51,57.0,72.0,3640,2021-08-31 03:28:51,1.0.3,,10420.0,16.0,"A fast admin dashboard based on FastAPI and TortoiseORM with tabler ui, inspired by Django admin.",506.0,506.0,18.0,https://pypi.org/project/fastapi-admin,10420.0,25,True,3,,
22,fastapi-azure-auth,Intility/fastapi-azure-auth,fastapi-azure-auth,['authentication'],restful-api-authentication,https://github.com/intility/fastapi-azure-auth,https://github.com/intility/fastapi-azure-auth,MIT,2021-08-10 19:46:24,2025-11-01 08:01:26,2025-07-25 06:56:51,359,,79,10,139,7.0,115.0,660,2025-07-25 06:57:46,5.2.0,,316869.0,34.0,"Easy and secure implementation of Azure Entra ID (previously AD) for your FastAPI APIs B2C, single- and multi-tenant..",146.0,146.0,33.0,https://pypi.org/project/fastapi-azure-auth,316869.0,25,True,2,,
23,gino,python-gino/gino,gino,[],database-orms,https://github.com/python-gino/gino,https://github.com/python-gino/gino,,2017-07-21 04:27:01,2022-02-12 20:35:18,2022-02-12 20:29:45,1128,,148,44,475,45.0,263.0,2812,,,,31236.0,,GINO Is Not ORM - a Python asyncio ORM on SQLAlchemy core.,2502.0,2502.0,45.0,https://pypi.org/project/gino,31236.0,24,True,3,,
24,FastCRUD,igorbenav/fastcrud,,[],crud,https://github.com/benavlabs/fastcrud,https://github.com/benavlabs/fastcrud,MIT,2024-01-08 04:04:17,2025-11-24 18:06:22,2025-11-24 18:06:18,737,122.0,98,9,177,16.0,89.0,1426,2025-11-15 19:50:21,0.19.2,,,40.0,"FastCRUD is a Python package for FastAPI, offering robust async CRUD operations and flexible endpoint creation..",205.0,205.0,22.0,,,24,True,1,benavlabs/fastcrud,
25,prisma,RobertCraigie/prisma-client-py,prisma,[],database-orms,https://github.com/RobertCraigie/prisma-client-py,https://github.com/RobertCraigie/prisma-client-py,Apache-2.0,2020-12-16 04:29:28,2025-04-10 08:07:05,2025-03-23 17:43:00,931,,87,15,563,213.0,205.0,2111,2024-08-16 02:54:35,0.15.0,,665568.0,37.0,Prisma Client Python is an auto-generated and fully type-safe database client designed for ease of use.,,,31.0,https://pypi.org/project/prisma,665568.0,23,True,3,,
26,fastapi-sqlalchemy,mfreeborn/fastapi-sqlalchemy,fastapi-sqlalchemy,[],database-orm-integrations,https://github.com/mfreeborn/fastapi-sqlalchemy,https://github.com/mfreeborn/fastapi-sqlalchemy,MIT,2019-11-03 16:30:26,2024-04-09 04:47:10,2024-04-09 04:47:04,96,,43,11,27,10.0,13.0,757,2020-09-25 16:25:49,0.2.1,,74368.0,5.0,Adds simple SQLAlchemy support to FastAPI.,2378.0,2378.0,10.0,https://pypi.org/project/fastapi-sqlalchemy,74368.0,22,True,3,,
27,odmantic,art049/odmantic,odmantic,[],database-odms,https://github.com/art049/odmantic,https://github.com/art049/odmantic,ISC,2020-05-01 13:59:45,2025-01-23 21:09:34,2025-01-07 22:21:10,560,,87,17,311,87.0,90.0,1142,2024-04-26 23:28:12,1.0.2,,76489.0,21.0,Sync and Async ODM (Object Document Mapper) for MongoDB based on python type hints.,,,19.0,https://pypi.org/project/odmantic,76489.0,20,True,3,,-5.0
28,piccolo-admin,piccolo-orm/piccolo_admin,piccolo-admin,[],admin-interface,https://github.com/piccolo-orm/piccolo_admin,https://github.com/piccolo-orm/piccolo_admin,MIT,2019-06-25 19:24:31,2025-10-26 08:27:14,2025-10-26 08:27:14,743,1.0,42,5,249,34.0,142.0,463,2025-07-29 08:25:27,1.12.0,,18262.0,63.0,A powerful web admin for your database.,,,22.0,https://pypi.org/project/piccolo-admin,18262.0,20,True,3,,
29,orm,encode/orm,orm,[],database-orms,https://github.com/encode/orm,https://github.com/encode/orm,BSD-3-Clause,2019-02-12 16:51:31,2022-08-30 10:12:31,2022-08-30 10:12:30,125,,95,40,78,17.0,64.0,1878,2021-11-29 09:20:38,0.3.1,,18192.0,8.0,An async ORM.,,,18.0,https://pypi.org/project/orm,18192.0,19,True,3,,
30,tartiflette,tartiflette/tartiflette,tartiflette,[],graphql-api,https://github.com/tartiflette/tartiflette,https://github.com/tartiflette/tartiflette,MIT,2018-01-26 09:56:10,2023-09-11 07:49:27,2022-01-20 14:55:31,1149,,35,20,492,12.0,131.0,854,2021-11-15 11:05:03,1.4.1,,6011.0,44.0,GraphQL Engine built with Python 3.6+ / asyncio.,,,27.0,https://pypi.org/project/tartiflette,6011.0,19,True,3,,
31,fastapi-login,MushroomMaula/fastapi_login,fastapi-login,['authentication'],restful-api-authentication,https://github.com/maxrdu/fastapi_login,https://github.com/maxrdu/fastapi_login,MIT,2019-10-21 14:47:00,2025-05-20 07:04:51,2025-05-20 07:04:51,482,,67,10,94,1.0,58.0,814,2024-12-14 08:17:42,1.10.3,13.0,61660.0,25.0,FastAPI-Login tries to provide similar functionality as Flask-Login does.,,,15.0,https://pypi.org/project/fastapi-login,61660.0,19,True,2,maxrdu/fastapi_login,-5.0
32,fastapi-jwt-auth,IndominusByte/fastapi-jwt-auth,fastapi-jwt-auth,['authentication'],restful-api-authentication,https://github.com/IndominusByte/fastapi-jwt-auth,https://github.com/IndominusByte/fastapi-jwt-auth,MIT,2020-07-23 09:40:19,2024-04-12 06:58:02,2020-11-11 05:05:27,123,,138,8,26,47.0,36.0,825,2020-11-06 11:15:11,0.5.0,,86346.0,5.0,"FastAPI extension that provides JWT Auth support (secure, easy to use, and lightweight).",,,4.0,https://pypi.org/project/fastapi-jwt-auth,86346.0,18,False,3,,
33,fastapi-limiter,long2ice/fastapi-limiter,fastapi-limiter,['rate-limiting'],restful-api-rate-limiting,https://github.com/long2ice/fastapi-limiter,https://github.com/long2ice/fastapi-limiter,Apache-2.0,2020-11-06 09:27:57,2024-04-11 07:46:38,2024-01-05 09:28:42,66,,67,8,26,32.0,15.0,726,2024-01-05 09:14:08,0.1.6,,385313.0,7.0,A request rate limiter for fastapi.,,,12.0,https://pypi.org/project/fastapi-limiter,385313.0,17,True,3,,
34,fastapi-cloudauth,tokusumi/fastapi-cloudauth,fastapi-cloudauth,['authentication'],restful-api-authentication,https://github.com/tokusumi/fastapi-cloudauth,https://github.com/tokusumi/fastapi-cloudauth,MIT,2020-07-28 17:48:32,2023-05-17 13:14:36,2022-05-12 10:03:14,61,,37,5,40,30.0,19.0,444,2022-01-06 12:47:03,0.4.3,,65827.0,10.0,"Simple integration between FastAPI and cloud authentication services (AWS Cognito, Auth0, Firebase Authentication).",,,6.0,https://pypi.org/project/fastapi-cloudauth,65827.0,17,True,3,,
35,fastapi-security,jacobsvante/fastapi-security,fastapi-security,['authentication'],restful-api-authentication,https://github.com/jacobsvante/fastapi-security,https://github.com/jacobsvante/fastapi-security,MIT,2020-02-07 14:58:15,2023-08-02 13:24:12,2022-05-15 23:48:21,59,,9,2,6,,4.0,245,2022-03-11 11:15:48,0.5.0,81.0,19215.0,5.0,Implements authentication and authorization as FastAPI dependencies.,129.0,129.0,3.0,https://pypi.org/project/fastapi-security,19214.0,17,True,3,,
36,fastapi-simple-security,mrtolkien/fastapi_simple_security,fastapi-simple-security,['authentication'],restful-api-authentication,https://github.com/mrtolkien/fastapi_simple_security,https://github.com/mrtolkien/fastapi_simple_security,MIT,2020-08-27 07:16:16,2023-12-19 20:22:23,2023-07-18 14:06:25,88,,32,1,18,1.0,10.0,472,2023-07-18 14:06:40,1.3.0,,64799.0,3.0,Drop-in API-key based security for FastAPI.,,,7.0,https://pypi.org/project/fastapi-simple-security,64799.0,16,True,3,,
37,fastapi-chameleon,mikeckennedy/fastapi-chameleon,fastapi-chameleon,['observability'],restful-api-templating,https://github.com/mikeckennedy/fastapi-chameleon,https://github.com/mikeckennedy/fastapi-chameleon,MIT,2020-10-26 16:11:14,2025-04-04 14:05:18,2025-04-04 01:02:24,72,,25,8,13,1.0,14.0,233,2025-04-04 14:05:18,0.1.17,,980.0,1.0,Adds integration of the Chameleon template language to FastAPI. #pypackage.,,,8.0,https://pypi.org/project/fastapi-chameleon,980.0,13,True,1,,
38,fastapi-jinja,AGeekInside/fastapi-jinja,fastapi-jinja,['observability'],restful-api-templating,https://github.com/AGeekInside/fastapi-jinja,https://github.com/AGeekInside/fastapi-jinja,MIT,2020-10-26 21:44:13,2024-11-16 02:53:24,2024-11-16 02:53:22,22,,11,1,6,,,162,,,,430.0,,Adds integration of the Jinja template language to FastAPI.,,,5.0,https://pypi.org/project/fastapi-jinja,430.0,10,True,3,,
39,fastapi-opentracing,wesdu/fastapi-opentracing,fastapi-opentracing,['observability'],restful-api-observability,https://github.com/wesdu/fastapi-opentracing,https://github.com/wesdu/fastapi-opentracing,MIT,2020-09-28 06:56:37,2023-02-06 03:09:19,2022-01-19 03:50:12,30,,7,2,24,5.0,1.0,114,,,,157.0,,fastapi opentracing middleware works on k8s.,,,5.0,https://pypi.org/project/fastapi-opentracing,157.0,8,True,3,,1.0
40,fastapi-auth,dmontagu/fastapi-auth,fastapi-auth,['authentication'],restful-api-authentication,https://github.com/dmontagu/fastapi-auth,https://github.com/dmontagu/fastapi-auth,MIT,2019-12-18 03:00:54,2023-02-14 21:35:21,2019-12-18 04:11:46,1,,10,3,4,1.0,1.0,263,,,,1.0,,Auth for use with FastAPI.,,,,https://pypi.org/project/fastapi-auth,1.0,5,False,3,,
