,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,trending
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2024-02-22 15:34:24,2024-02-21 20:13:13,16837,154.0,1264,95,748,203.0,7463.0,8446,2024-02-13 15:05:40,rel_2_0_27,48369.0,105669022.0,100.0,The Database Toolkit for Python.,722522.0,722522.0,691.0,https://pypi.org/project/sqlalchemy,105667993.0,45,True,1,
1,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2024-02-20 16:17:00,2024-02-15 20:01:10,4140,41.0,1148,138,1116,339.0,1340.0,4132,2023-03-03 10:21:35,0.27.0,,1513825.0,41.0,A Python Object-Document-Mapper for working with MongoDB.,23000.0,23000.0,391.0,https://pypi.org/project/mongoengine,1513825.0,38,True,1,-1.0
2,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/tiangolo/sqlmodel,https://github.com/tiangolo/sqlmodel,MIT,2021-08-24 14:26:53,2024-02-21 23:02:13,2024-02-17 13:53:16,376,41.0,507,150,330,173.0,153.0,12329,2024-02-17 13:54:28,0.0.16,,729982.0,15.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",9895.0,9895.0,71.0,https://pypi.org/project/sqlmodel,729982.0,36,True,1,
3,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2024-02-18 00:38:53,2023-10-06 20:15:26,1755,,797,143,541,106.0,877.0,7920,2023-07-26 06:47:55,3.3.0,,2208369.0,59.0,GraphQL framework for Python.,20015.0,20015.0,207.0,https://pypi.org/project/graphene,2208369.0,35,True,1,
4,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2024-02-20 22:53:05,2024-02-20 22:53:04,1777,19.0,201,91,256,,,2290,2023-11-14 21:54:12,3.3.2,,1469109.0,13.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,82446.0,82446.0,50.0,https://pypi.org/project/motor,1469109.0,35,True,2,
5,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2024-02-21 15:48:40,2024-02-21 15:48:39,1802,96.0,176,39,649,31.0,271.0,2121,2024-01-31 15:58:31,0.22.0,,187413.0,41.0,Python library for implementing GraphQL servers using schema-first approach.,1517.0,1517.0,72.0,https://pypi.org/project/ariadne,187413.0,34,True,2,
6,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2024-02-13 12:48:31,2024-02-13 12:48:28,1194,4.0,338,43,495,491.0,506.0,4120,2023-08-11 03:42:54,0.20.0,13.0,114578.0,100.0,"Familiar asyncio ORM for python, built with relations in mind.",7165.0,7165.0,126.0,https://pypi.org/project/tortoise-orm,114578.0,32,True,2,
7,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2024-02-22 15:46:23,2024-02-22 15:46:22,5546,71.0,1027,240,1530,,,4010,2024-02-21 21:43:51,4.6.2,,24904712.0,31.0,PyMongo - the Official MongoDB Python driver.,,,209.0,https://pypi.org/project/pymongo,24904712.0,32,True,3,
8,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2024-02-20 07:43:24,2024-02-20 07:42:46,734,18.0,338,40,557,11.0,249.0,3887,2024-02-05 08:55:46,12.1.3,163.0,88361.0,98.0,Ready-to-use and customizable users management for FastAPI.,2841.0,2841.0,64.0,https://pypi.org/project/fastapi-users,88358.0,32,True,1,
9,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,MIT,2020-11-06 18:05:12,2024-02-22 08:20:06,2024-02-22 08:18:36,1707,172.0,111,9,839,14.0,171.0,960,2024-02-22 08:17:54,0.12.17,,446244.0,48.0,FastAPI pagination.,2006.0,2006.0,38.0,https://pypi.org/project/fastapi-pagination,446244.0,32,True,1,1.0
