,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,trending,updated_github_id
10,beanie,roman-right/beanie,beanie,[],database-odms,https://github.com/BeanieODM/beanie,https://github.com/BeanieODM/beanie,Apache-2.0,2021-02-23 20:11:23,2024-10-28 20:37:18,2024-10-28 20:37:17,536,44.0,215,18,393,81.0,353.0,2048,2024-10-07 17:49:00,1.27.0,,265457.0,100.0,Asynchronous Python ODM for MongoDB.,2954.0,2954.0,96.0,https://pypi.org/project/beanie,265457.0,32,True,3,,BeanieODM/beanie
11,sqladmin,aminalaee/sqladmin,sqladmin,[],admin-interface,https://github.com/aminalaee/sqladmin,https://github.com/aminalaee/sqladmin,BSD-3-Clause,2021-12-22 10:09:54,2024-10-28 13:16:13,2024-10-28 13:15:06,375,15.0,184,17,425,42.0,198.0,1895,2024-10-28 13:15:26,0.20.1,,136534.0,41.0,SQLAlchemy Admin for FastAPI and Starlette.,1138.0,1138.0,63.0,https://pypi.org/project/sqladmin,136534.0,31,True,1,,
12,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2024-10-28 04:16:13,2024-10-19 13:16:40,750,2.0,378,47,573,9.0,266.0,4619,2024-03-11 13:30:38,13.0.0,297.0,163476.0,99.0,Ready-to-use and customizable users management for FastAPI.,4107.0,4107.0,67.0,https://pypi.org/project/fastapi-users,163472.0,30,True,1,,
13,piccolo,piccolo-orm/piccolo,piccolo,[],database-orms,https://github.com/piccolo-orm/piccolo,https://github.com/piccolo-orm/piccolo,MIT,2018-10-27 20:53:26,2024-10-25 19:52:36,2024-10-23 22:07:42,1851,35.0,89,15,515,119.0,307.0,1435,2024-10-23 21:43:51,1.22.0,,56599.0,100.0,"A fast, user friendly ORM and query builder which supports asyncio.",408.0,408.0,45.0,https://pypi.org/project/piccolo,56599.0,29,True,2,,
14,ormar,collerek/ormar,ormar,[],database-orms,https://github.com/collerek/ormar,https://github.com/collerek/ormar,MIT,2020-08-02 06:34:03,2024-10-02 02:15:07,2024-10-02 02:15:00,1399,1.0,87,17,879,74.0,192.0,1674,2024-06-09 16:24:10,0.20.1,,57991.0,79.0,python async orm with fastapi in mind and pydantic validation.,1050.0,1050.0,38.0,https://pypi.org/project/ormar,57991.0,28,True,3,-1.0,
15,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2024-10-31 17:43:24,2024-10-31 17:43:23,3285,80.0,523,39,2543,393.0,631.0,3996,2024-10-21 15:39:07,0.247.0,592.0,815.0,100.0,A GraphQL library for Python that leverages type annotations.,,,264.0,https://pypi.org/project/strawberry,770.0,27,True,3,,
16,fastapi-admin,fastapi-admin/fastapi-admin,fastapi-admin,[],admin-interface,https://github.com/fastapi-admin/fastapi-admin,https://github.com/fastapi-admin/fastapi-admin,Apache-2.0,2020-04-06 05:09:44,2024-09-05 09:32:46,2024-09-05 09:32:46,395,7.0,365,40,46,51.0,71.0,2882,2021-08-31 03:28:51,1.0.3,,8503.0,16.0,"A fast admin dashboard based on FastAPI and TortoiseORM with tabler ui, inspired by Django admin.",388.0,388.0,16.0,https://pypi.org/project/fastapi-admin,8503.0,26,True,3,,
17,prisma,RobertCraigie/prisma-client-py,prisma,[],database-orms,https://github.com/RobertCraigie/prisma-client-py,https://github.com/RobertCraigie/prisma-client-py,Apache-2.0,2020-12-16 04:29:28,2024-10-31 15:01:50,2024-09-06 13:59:01,929,28.0,79,16,558,193.0,203.0,1875,2024-08-16 02:54:35,0.15.0,,1875508.0,37.0,Prisma Client Python is an auto-generated and fully type-safe database client designed for ease of use.,,,31.0,https://pypi.org/project/prisma,1875508.0,26,True,3,,
18,SlowApi,laurentS/slowapi,slowapi,['rate-limiting'],restful-api-rate-limiting,https://github.com/laurentS/slowapi,https://github.com/laurentS/slowapi,MIT,2020-02-21 12:56:20,2024-10-28 17:28:38,2024-06-27 18:02:44,258,,78,15,116,32.0,62.0,1216,,,,573507.0,,A rate limiter for Starlette and FastAPI.,3141.0,3141.0,26.0,https://pypi.org/project/slowapi,573507.0,26,True,1,,
19,prometheus-fastapi-instrumentator,trallnag/prometheus-fastapi-instrumentator,prometheus-fastapi-instrumentator,['observability'],restful-api-observability,https://github.com/trallnag/prometheus-fastapi-instrumentator,https://github.com/trallnag/prometheus-fastapi-instrumentator,ISC,2020-07-09 10:57:52,2024-06-17 23:01:32,2024-03-13 16:40:51,436,,81,4,212,37.0,61.0,958,2024-03-13 16:39:15,7.0.0,,1611849.0,12.0,Instrument your FastAPI with Prometheus metrics.,2638.0,2638.0,28.0,https://pypi.org/project/prometheus-fastapi-instrumentator,1611849.0,26,True,3,,
20,authx,yezz123/AuthX,authx,['authentication'],restful-api-authentication,https://github.com/yezz123/authx,https://github.com/yezz123/authx,MIT,2021-08-23 16:18:04,2024-10-29 13:44:04,2024-10-29 13:44:04,1219,87.0,49,16,610,5.0,49.0,809,2024-10-20 13:10:57,1.4.0,,12439.0,42.0,Ready-to-use and customizable Authentications and Oauth2 management for FastAPI.,36.0,36.0,17.0,https://pypi.org/project/authx,12439.0,25,True,2,,
21,fastapi-azure-auth,Intility/fastapi-azure-auth,fastapi-azure-auth,['authentication'],restful-api-authentication,https://github.com/Intility/fastapi-azure-auth,https://github.com/Intility/fastapi-azure-auth,MIT,2021-08-10 19:46:24,2024-10-15 14:28:07,2024-10-15 14:26:33,338,7.0,67,11,112,2.0,98.0,462,2024-08-20 09:26:23,5.0.1,,142414.0,31.0,"Easy and secure implementation of Azure Entra ID (previously AD) for your FastAPI APIs B2C, single- and multi-tenant..",89.0,89.0,28.0,https://pypi.org/project/fastapi-azure-auth,142414.0,25,True,2,,
22,gino,python-gino/gino,gino,[],database-orms,https://github.com/python-gino/gino,https://github.com/python-gino/gino,,2017-07-21 04:27:01,2022-02-12 20:35:18,2022-02-12 20:29:45,1128,,148,47,472,45.0,263.0,2678,,,,26917.0,,GINO Is Not ORM - a Python asyncio ORM on SQLAlchemy core.,2458.0,2458.0,45.0,https://pypi.org/project/gino,26917.0,24,True,3,,
23,fastapi-login,MushroomMaula/fastapi_login,fastapi-login,['authentication'],restful-api-authentication,https://github.com/MushroomMaula/fastapi_login,https://github.com/MushroomMaula/fastapi_login,MIT,2019-10-21 14:47:00,2024-09-18 16:21:44,2024-09-18 16:21:40,476,2.0,57,10,87,,58.0,645,2024-09-18 16:09:00,1.10.2,8.0,44672.0,24.0,FastAPI-Login tries to provide similar functionality as Flask-Login does.,979.0,979.0,14.0,https://pypi.org/project/fastapi-login,44672.0,24,True,2,,
24,odmantic,art049/odmantic,odmantic,[],database-odms,https://github.com/art049/odmantic,https://github.com/art049/odmantic,ISC,2020-05-01 13:59:45,2024-07-10 15:21:14,2024-04-26 23:27:23,559,,91,19,309,80.0,90.0,1066,2024-04-26 23:28:12,1.0.2,,28822.0,21.0,Sync and Async ODM (Object Document Mapper) for MongoDB based on python type hints.,3392.0,3392.0,19.0,https://pypi.org/project/odmantic,28822.0,23,True,3,,
25,orm,encode/orm,orm,[],database-orms,https://github.com/encode/orm,https://github.com/encode/orm,BSD-3-Clause,2019-02-12 16:51:31,2022-08-30 10:12:31,2022-08-30 10:12:30,125,,95,43,78,17.0,64.0,1781,2021-11-29 09:20:38,0.3.1,,5275.0,8.0,An async ORM.,536.0,536.0,18.0,https://pypi.org/project/orm,5275.0,22,True,3,,
26,fastapi-limiter,long2ice/fastapi-limiter,fastapi-limiter,['rate-limiting'],restful-api-rate-limiting,https://github.com/long2ice/fastapi-limiter,https://github.com/long2ice/fastapi-limiter,Apache-2.0,2020-11-06 09:27:57,2024-04-11 07:46:38,2024-01-05 09:28:42,66,,50,10,23,27.0,14.0,498,2024-01-05 09:14:08,0.1.6,,83007.0,7.0,A request rate limiter for fastapi.,1751.0,1751.0,12.0,https://pypi.org/project/fastapi-limiter,83007.0,22,True,3,,
27,FastCRUD,igorbenav/fastcrud,,[],crud,https://github.com/igorbenav/fastcrud,https://github.com/igorbenav/fastcrud,MIT,2024-01-08 04:04:17,2024-10-21 19:08:36,2024-10-21 19:08:36,469,60.0,57,8,96,25.0,50.0,681,2024-09-19 01:55:04,0.15.1,,,22.0,"FastCRUD is a Python package for FastAPI, offering robust async CRUD operations and flexible endpoint creation..",103.0,103.0,13.0,,,21,True,1,,
28,piccolo-admin,piccolo-orm/piccolo_admin,piccolo-admin,[],admin-interface,https://github.com/piccolo-orm/piccolo_admin,https://github.com/piccolo-orm/piccolo_admin,MIT,2019-06-25 19:24:31,2024-10-16 22:18:53,2024-10-16 22:04:06,724,18.0,38,7,229,39.0,128.0,318,2024-10-16 22:18:53,1.9.0,,10713.0,59.0,A powerful web admin for your database.,,,18.0,https://pypi.org/project/piccolo-admin,10713.0,21,True,3,,
29,tartiflette,tartiflette/tartiflette,tartiflette,[],graphql-api,https://github.com/tartiflette/tartiflette,https://github.com/tartiflette/tartiflette,MIT,2018-01-26 09:56:10,2023-09-11 07:49:27,2022-01-20 14:55:31,1149,,37,22,491,12.0,131.0,855,2021-11-15 11:05:03,1.4.1,,4067.0,44.0,GraphQL Engine built with Python 3.6+ / asyncio.,,,27.0,https://pypi.org/project/tartiflette,4067.0,20,True,3,,
30,fastapi-cloudauth,tokusumi/fastapi-cloudauth,fastapi-cloudauth,['authentication'],restful-api-authentication,https://github.com/tokusumi/fastapi-cloudauth,https://github.com/tokusumi/fastapi-cloudauth,MIT,2020-07-28 17:48:32,2023-05-17 13:14:36,2022-05-12 10:03:14,61,,34,5,40,30.0,18.0,336,2022-01-06 12:47:03,0.4.3,,34771.0,10.0,"Simple integration between FastAPI and cloud authentication services (AWS Cognito, Auth0, Firebase Authentication).",88.0,88.0,6.0,https://pypi.org/project/fastapi-cloudauth,34771.0,19,True,3,,
31,fastapi-jwt-auth,IndominusByte/fastapi-jwt-auth,fastapi-jwt-auth,['authentication'],restful-api-authentication,https://github.com/IndominusByte/fastapi-jwt-auth,https://github.com/IndominusByte/fastapi-jwt-auth,MIT,2020-07-23 09:40:19,2024-04-12 06:58:02,2020-11-11 05:05:27,123,,120,8,24,47.0,36.0,650,2020-11-06 11:15:11,0.5.0,,80127.0,5.0,"FastAPI extension that provides JWT Auth support (secure, easy to use, and lightweight).",,,3.0,https://pypi.org/project/fastapi-jwt-auth,80127.0,18,True,3,,
32,fastapi-sqlalchemy,mfreeborn/fastapi-sqlalchemy,fastapi-sqlalchemy,[],database-orm-integrations,https://github.com/mfreeborn/fastapi-sqlalchemy,https://github.com/mfreeborn/fastapi-sqlalchemy,MIT,2019-11-03 16:30:26,2024-04-09 04:47:10,2024-04-09 04:47:04,96,,38,11,27,10.0,13.0,617,2020-09-25 16:25:49,0.2.1,,74847.0,5.0,Adds simple SQLAlchemy support to FastAPI.,3.0,3.0,7.0,https://pypi.org/project/fastapi-sqlalchemy,74847.0,18,True,3,,
33,fastapi-security,jacobsvante/fastapi-security,fastapi-security,['authentication'],restful-api-authentication,https://github.com/jacobsvante/fastapi-security,https://github.com/jacobsvante/fastapi-security,MIT,2020-02-07 14:58:15,2023-08-02 13:24:12,2022-05-15 23:48:21,59,,7,2,6,1.0,3.0,141,2022-03-11 11:15:48,0.5.0,66.0,10476.0,5.0,Implements authentication and authorization as FastAPI dependencies.,79.0,79.0,3.0,https://pypi.org/project/fastapi-security,10475.0,16,True,3,,
34,fastapi-simple-security,mrtolkien/fastapi_simple_security,fastapi-simple-security,['authentication'],restful-api-authentication,https://github.com/mrtolkien/fastapi_simple_security,https://github.com/mrtolkien/fastapi_simple_security,MIT,2020-08-27 07:16:16,2023-12-19 20:22:23,2023-07-18 14:06:25,88,,32,1,18,1.0,10.0,328,2023-07-18 14:06:40,1.3.0,,1219.0,3.0,Drop-in API-key based security for FastAPI.,,,7.0,https://pypi.org/project/fastapi-simple-security,1219.0,14,True,3,,
35,fastapi-chameleon,mikeckennedy/fastapi-chameleon,fastapi-chameleon,['observability'],restful-api-templating,https://github.com/mikeckennedy/fastapi-chameleon,https://github.com/mikeckennedy/fastapi-chameleon,MIT,2020-10-26 16:11:14,2024-01-21 21:42:44,2024-01-21 21:42:44,57,,26,9,12,1.0,12.0,141,,,,593.0,,Adds integration of the Chameleon template language to FastAPI. #pypackage.,,,7.0,https://pypi.org/project/fastapi-chameleon,593.0,11,True,1,,
36,fastapi-jinja,AGeekInside/fastapi-jinja,fastapi-jinja,['observability'],restful-api-templating,https://github.com/AGeekInside/fastapi-jinja,https://github.com/AGeekInside/fastapi-jinja,MIT,2020-10-26 21:44:13,2024-01-21 21:42:46,2021-03-29 20:16:20,21,,11,2,6,,,68,,,,404.0,,Adds integration of the Jinja template language to FastAPI.,,,5.0,https://pypi.org/project/fastapi-jinja,404.0,9,True,3,,
37,fastapi-opentracing,wesdu/fastapi-opentracing,fastapi-opentracing,['observability'],restful-api-observability,https://github.com/wesdu/fastapi-opentracing,https://github.com/wesdu/fastapi-opentracing,MIT,2020-09-28 06:56:37,2023-02-06 03:09:19,2022-01-19 03:50:12,30,,7,3,24,5.0,1.0,24,,,,715.0,,fastapi opentracing middleware works on k8s.,,,5.0,https://pypi.org/project/fastapi-opentracing,715.0,9,True,3,,
38,fastapi-auth,dmontagu/fastapi-auth,fastapi-auth,['authentication'],restful-api-authentication,https://github.com/dmontagu/fastapi-auth,https://github.com/dmontagu/fastapi-auth,MIT,2019-12-18 03:00:54,2023-02-14 21:35:21,2019-12-18 04:11:46,1,,8,5,4,1.0,1.0,139,,,,421.0,,Auth for use with FastAPI.,,,,https://pypi.org/project/fastapi-auth,421.0,7,True,3,,
