,name,github_id,pypi_id,labels,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,github_release_downloads,trending
10,prometheus-fastapi-instrumentator,trallnag/prometheus-fastapi-instrumentator,prometheus-fastapi-instrumentator,['observability'],restful-api-observability,https://github.com/trallnag/prometheus-fastapi-instrumentator,https://github.com/trallnag/prometheus-fastapi-instrumentator,,ISC,2020-07-09 10:57:52,2025-03-19 19:34:50,2025-03-19 19:32:47,448.0,,99.0,4.0,222.0,40.0,63.0,1199.0,2025-03-19 19:38:47,7.1.0,14.0,Instrument your FastAPI with Prometheus metrics.,6205.0,6205.0,29.0,https://pypi.org/project/prometheus-fastapi-instrumentator,4099947.0,4099947.0,30,True,1,,
11,opentelemetry-instrumentation-fastapi,open-telemetry/opentelemetry-python-contrib,opentelemetry-instrumentation-fastapi,['observability'],restful-api-observability,https://github.com/open-telemetry/opentelemetry-python-contrib,https://github.com/open-telemetry/opentelemetry-python-contrib,,Apache-2.0,2019-11-08 18:23:43,2025-07-30 16:44:25,2025-07-30 16:44:24,2563.0,88.0,735.0,21.0,2198.0,520.0,873.0,876.0,2025-07-29 15:43:21,0.57b0,62.0,OpenTelemetry instrumentation for Python modules.,,,371.0,https://pypi.org/project/opentelemetry-instrumentation-fastapi,20051713.0,20051713.0,30,True,1,,
12,piccolo,piccolo-orm/piccolo,piccolo,[],database-orms,https://github.com/piccolo-orm/piccolo,https://github.com/piccolo-orm/piccolo,,MIT,2018-10-27 20:53:26,2025-07-29 08:13:24,2025-07-29 08:09:21,1905.0,27.0,93.0,17.0,565.0,84.0,386.0,1655.0,2025-07-29 08:13:24,1.28.0,100.0,"A fast, user friendly ORM and query builder which supports asyncio.",495.0,495.0,49.0,https://pypi.org/project/piccolo,32897.0,32897.0,29,True,2,,
13,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,,MIT,2018-12-21 08:56:55,2025-07-30 18:59:19,2025-07-30 18:59:18,3548.0,129.0,569.0,38.0,2741.0,374.0,719.0,4345.0,2025-07-19 12:43:34,0.278.0,100.0,A GraphQL library for Python that leverages type annotations.,,,291.0,https://pypi.org/project/strawberry,1238.0,1282.0,28,True,3,449.0,
14,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,,MIT,2020-11-06 18:05:12,2025-07-31 03:51:23,2025-07-31 03:51:15,2569.0,62.0,146.0,13.0,1277.0,10.0,247.0,1396.0,2025-06-25 21:21:56,0.13.3,73.0,FastAPI pagination.,,,53.0,https://pypi.org/project/fastapi-pagination,1334733.0,1334733.0,28,True,1,,-6.0
15,ormar,collerek/ormar,ormar,[],database-orms,https://github.com/collerek/ormar,https://github.com/collerek/ormar,,MIT,2020-08-02 06:34:03,2025-06-10 10:22:35,2025-06-10 10:22:28,1421.0,2.0,93.0,16.0,924.0,68.0,202.0,1761.0,2024-12-06 10:47:54,0.20.2,80.0,python async orm with fastapi in mind and pydantic validation.,1097.0,1097.0,42.0,https://pypi.org/project/ormar,22993.0,22993.0,27,True,2,,
16,SlowApi,laurentS/slowapi,slowapi,['rate-limiting'],restful-api-rate-limiting,https://github.com/laurentS/slowapi,https://github.com/laurentS/slowapi,,MIT,2020-02-21 12:56:20,2025-07-22 06:57:33,2024-06-27 18:02:44,258.0,,93.0,14.0,119.0,41.0,62.0,1551.0,,,,A rate limiter for Starlette and FastAPI.,7130.0,7130.0,26.0,https://pypi.org/project/slowapi,1753698.0,1753698.0,27,True,1,,
17,Dapr SDK for Python,dapr/python-sdk,dapr-ext-fastapi,[],dappfs,https://github.com/dapr/python-sdk,https://github.com/dapr/python-sdk,,Apache-2.0,2019-06-21 15:51:20,2025-07-25 13:10:52,2025-07-25 13:10:52,479.0,10.0,133.0,25.0,529.0,17.0,267.0,253.0,,,,Dapr SDK for Python.,879.0,879.0,82.0,https://pypi.org/project/dapr-ext-fastapi,70409.0,70409.0,27,True,1,,1.0
18,authx,yezz123/AuthX,authx,['authentication'],restful-api-authentication,https://github.com/yezz123/authx,https://github.com/yezz123/authx,,MIT,2021-08-23 16:18:04,2025-07-28 21:04:27,2025-07-16 17:19:30,1349.0,21.0,54.0,16.0,670.0,6.0,58.0,967.0,2025-05-31 14:53:11,1.4.3,45.0,Ready-to-use and customizable Authentications and Oauth2 management for FastAPI.,237.0,237.0,20.0,https://pypi.org/project/authx,11936.0,11936.0,26,True,2,,
19,fastapi-admin,fastapi-admin/fastapi-admin,fastapi-admin,[],admin-interface,https://github.com/fastapi-admin/fastapi-admin,https://github.com/fastapi-admin/fastapi-admin,,Apache-2.0,2020-04-06 05:09:44,2025-04-05 06:11:16,2025-04-05 06:11:16,406.0,,419.0,41.0,50.0,56.0,72.0,3352.0,2021-08-31 03:28:51,1.0.3,16.0,"A fast admin dashboard based on FastAPI and TortoiseORM with tabler ui, inspired by Django admin.",497.0,497.0,18.0,https://pypi.org/project/fastapi-admin,16472.0,16472.0,25,True,3,,
20,gino,python-gino/gino,gino,[],database-orms,https://github.com/python-gino/gino,https://github.com/python-gino/gino,,,2017-07-21 04:27:01,2022-02-12 20:35:18,2022-02-12 20:29:45,1128.0,,149.0,45.0,475.0,45.0,263.0,2713.0,,,,GINO Is Not ORM - a Python asyncio ORM on SQLAlchemy core.,2494.0,2494.0,45.0,https://pypi.org/project/gino,20063.0,20063.0,25,True,3,,
21,fastapi-azure-auth,Intility/fastapi-azure-auth,fastapi-azure-auth,['authentication'],restful-api-authentication,https://github.com/intility/fastapi-azure-auth,https://github.com/intility/fastapi-azure-auth,,MIT,2021-08-10 19:46:24,2025-07-25 06:57:45,2025-07-25 06:56:51,359.0,3.0,76.0,11.0,128.0,5.0,115.0,542.0,2025-07-25 06:57:46,5.2.0,34.0,"Easy and secure implementation of Azure Entra ID (previously AD) for your FastAPI APIs B2C, single- and multi-tenant..",139.0,139.0,33.0,https://pypi.org/project/fastapi-azure-auth,313225.0,313225.0,25,True,2,,1.0
22,strictdoc,strictdoc-project/strictdoc,strictdoc,,requirement-management-framework,https://github.com/strictdoc-project/strictdoc,https://github.com/strictdoc-project/strictdoc,,,2020-05-14 18:03:48,2025-07-27 21:08:37,2025-07-27 21:08:35,4943.0,452.0,32.0,8.0,1816.0,119.0,446.0,197.0,2025-07-25 22:01:28,0.10.1,68.0,Software for technical documentation and requirements management.,14.0,14.0,29.0,https://pypi.org/project/strictdoc,3372.0,3372.0,25,True,1,,
23,odmantic,art049/odmantic,odmantic,[],database-odms,https://github.com/art049/odmantic,https://github.com/art049/odmantic,,ISC,2020-05-01 13:59:45,2025-01-23 21:09:34,2025-01-07 22:21:10,560.0,,87.0,19.0,311.0,87.0,90.0,1122.0,2024-04-26 23:28:12,1.0.2,21.0,Sync and Async ODM (Object Document Mapper) for MongoDB based on python type hints.,3575.0,3575.0,19.0,https://pypi.org/project/odmantic,55182.0,55182.0,24,True,3,,
24,prisma,RobertCraigie/prisma-client-py,prisma,[],database-orms,https://github.com/RobertCraigie/prisma-client-py,https://github.com/RobertCraigie/prisma-client-py,,Apache-2.0,2020-12-16 04:29:28,2025-04-10 08:07:05,2025-03-23 17:43:00,931.0,,81.0,16.0,563.0,213.0,205.0,2008.0,2024-08-16 02:54:35,0.15.0,37.0,Prisma Client Python is an auto-generated and fully type-safe database client designed for ease of use.,,,31.0,https://pypi.org/project/prisma,477037.0,477037.0,23,True,3,,
25,fastapi-login,MushroomMaula/fastapi_login,fastapi-login,['authentication'],restful-api-authentication,https://github.com/maxrdu/fastapi_login,https://github.com/maxrdu/fastapi_login,maxrdu/fastapi_login,MIT,2019-10-21 14:47:00,2025-05-20 07:04:51,2025-05-20 07:04:51,482.0,1.0,62.0,10.0,94.0,1.0,58.0,681.0,2024-12-14 08:17:42,1.10.3,25.0,FastAPI-Login tries to provide similar functionality as Flask-Login does.,1123.0,1123.0,15.0,https://pypi.org/project/fastapi-login,50973.0,50973.0,23,True,2,11.0,
26,orm,encode/orm,orm,[],database-orms,https://github.com/encode/orm,https://github.com/encode/orm,,BSD-3-Clause,2019-02-12 16:51:31,2022-08-30 10:12:31,2022-08-30 10:12:30,125.0,,96.0,41.0,78.0,17.0,64.0,1793.0,2021-11-29 09:20:38,0.3.1,8.0,An async ORM.,556.0,556.0,18.0,https://pypi.org/project/orm,7145.0,7145.0,22,True,3,,-1.0
27,FastCRUD,igorbenav/fastcrud,,[],crud,https://github.com/benavlabs/fastcrud,https://github.com/benavlabs/fastcrud,benavlabs/fastcrud,MIT,2024-01-08 04:04:17,2025-06-16 01:51:45,2025-06-16 01:51:45,593.0,26.0,80.0,9.0,137.0,19.0,71.0,1208.0,2025-06-09 00:50:38,0.15.12,32.0,"FastCRUD is a Python package for FastAPI, offering robust async CRUD operations and flexible endpoint creation..",200.0,200.0,19.0,,,,22,True,1,,
28,tartiflette,tartiflette/tartiflette,tartiflette,[],graphql-api,https://github.com/tartiflette/tartiflette,https://github.com/tartiflette/tartiflette,,MIT,2018-01-26 09:56:10,2023-09-11 07:49:27,2022-01-20 14:55:31,1149.0,,36.0,21.0,491.0,12.0,131.0,858.0,2021-11-15 11:05:03,1.4.1,44.0,GraphQL Engine built with Python 3.6+ / asyncio.,,,27.0,https://pypi.org/project/tartiflette,6878.0,6878.0,20,True,3,,
29,piccolo-admin,piccolo-orm/piccolo_admin,piccolo-admin,[],admin-interface,https://github.com/piccolo-orm/piccolo_admin,https://github.com/piccolo-orm/piccolo_admin,,MIT,2019-06-25 19:24:31,2025-07-29 08:25:27,2025-07-29 08:22:16,742.0,9.0,42.0,6.0,246.0,37.0,137.0,367.0,2025-07-29 08:25:27,1.12.0,63.0,A powerful web admin for your database.,,,22.0,https://pypi.org/project/piccolo-admin,5389.0,5389.0,20,True,3,,
30,fastapi-jwt-auth,IndominusByte/fastapi-jwt-auth,fastapi-jwt-auth,['authentication'],restful-api-authentication,https://github.com/IndominusByte/fastapi-jwt-auth,https://github.com/IndominusByte/fastapi-jwt-auth,,MIT,2020-07-23 09:40:19,2024-04-12 06:58:02,2020-11-11 05:05:27,123.0,,134.0,8.0,26.0,47.0,36.0,722.0,2020-11-06 11:15:11,0.5.0,5.0,"FastAPI extension that provides JWT Auth support (secure, easy to use, and lightweight).",,,4.0,https://pypi.org/project/fastapi-jwt-auth,96535.0,96535.0,18,True,3,,
31,fastapi-sqlalchemy,mfreeborn/fastapi-sqlalchemy,fastapi-sqlalchemy,[],database-orm-integrations,https://github.com/mfreeborn/fastapi-sqlalchemy,https://github.com/mfreeborn/fastapi-sqlalchemy,,MIT,2019-11-03 16:30:26,2024-04-09 04:47:10,2024-04-09 04:47:04,96.0,,43.0,11.0,27.0,10.0,13.0,662.0,2020-09-25 16:25:49,0.2.1,5.0,Adds simple SQLAlchemy support to FastAPI.,3.0,3.0,10.0,https://pypi.org/project/fastapi-sqlalchemy,61986.0,61986.0,18,True,3,,
32,fastapi-limiter,long2ice/fastapi-limiter,fastapi-limiter,['rate-limiting'],restful-api-rate-limiting,https://github.com/long2ice/fastapi-limiter,https://github.com/long2ice/fastapi-limiter,,Apache-2.0,2020-11-06 09:27:57,2024-04-11 07:46:38,2024-01-05 09:28:42,66.0,,63.0,9.0,26.0,32.0,15.0,600.0,2024-01-05 09:14:08,0.1.6,7.0,A request rate limiter for fastapi.,,,12.0,https://pypi.org/project/fastapi-limiter,223182.0,223182.0,17,True,3,,-5.0
33,fastapi-cloudauth,tokusumi/fastapi-cloudauth,fastapi-cloudauth,['authentication'],restful-api-authentication,https://github.com/tokusumi/fastapi-cloudauth,https://github.com/tokusumi/fastapi-cloudauth,,MIT,2020-07-28 17:48:32,2023-05-17 13:14:36,2022-05-12 10:03:14,61.0,,36.0,5.0,40.0,30.0,19.0,349.0,2022-01-06 12:47:03,0.4.3,10.0,"Simple integration between FastAPI and cloud authentication services (AWS Cognito, Auth0, Firebase Authentication).",,,6.0,https://pypi.org/project/fastapi-cloudauth,60911.0,60911.0,17,True,3,,1.0
34,fastapi-security,jacobsvante/fastapi-security,fastapi-security,['authentication'],restful-api-authentication,https://github.com/jacobsvante/fastapi-security,https://github.com/jacobsvante/fastapi-security,,MIT,2020-02-07 14:58:15,2023-08-02 13:24:12,2022-05-15 23:48:21,59.0,,8.0,2.0,6.0,1.0,3.0,153.0,2022-03-11 11:15:48,0.5.0,5.0,Implements authentication and authorization as FastAPI dependencies.,126.0,126.0,3.0,https://pypi.org/project/fastapi-security,12666.0,12667.0,17,True,3,77.0,
35,fastapi-simple-security,mrtolkien/fastapi_simple_security,fastapi-simple-security,['authentication'],restful-api-authentication,https://github.com/mrtolkien/fastapi_simple_security,https://github.com/mrtolkien/fastapi_simple_security,,MIT,2020-08-27 07:16:16,2023-12-19 20:22:23,2023-07-18 14:06:25,88.0,,32.0,1.0,18.0,1.0,10.0,374.0,2023-07-18 14:06:40,1.3.0,3.0,Drop-in API-key based security for FastAPI.,,,7.0,https://pypi.org/project/fastapi-simple-security,1535.0,1535.0,14,True,3,,
36,fastapi-chameleon,mikeckennedy/fastapi-chameleon,fastapi-chameleon,['observability'],restful-api-templating,https://github.com/mikeckennedy/fastapi-chameleon,https://github.com/mikeckennedy/fastapi-chameleon,,MIT,2020-10-26 16:11:14,2025-04-04 14:05:18,2025-04-04 01:02:24,72.0,,27.0,9.0,13.0,1.0,14.0,141.0,2025-04-04 14:05:18,0.1.17,1.0,Adds integration of the Chameleon template language to FastAPI. #pypackage.,,,8.0,https://pypi.org/project/fastapi-chameleon,986.0,986.0,13,True,1,,
37,fastapi-jinja,AGeekInside/fastapi-jinja,fastapi-jinja,['observability'],restful-api-templating,https://github.com/AGeekInside/fastapi-jinja,https://github.com/AGeekInside/fastapi-jinja,,MIT,2020-10-26 21:44:13,2024-11-16 02:53:24,2024-11-16 02:53:22,22.0,,11.0,1.0,6.0,,,71.0,,,,Adds integration of the Jinja template language to FastAPI.,,,5.0,https://pypi.org/project/fastapi-jinja,182.0,182.0,9,True,3,,
38,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,,,,,,,,,,,,,,,,,,,,,,,https://pypi.org/project/sqlalchemy,176670687.0,176670687.0,8,False,3,,
39,fastapi-opentracing,wesdu/fastapi-opentracing,fastapi-opentracing,['observability'],restful-api-observability,https://github.com/wesdu/fastapi-opentracing,https://github.com/wesdu/fastapi-opentracing,,MIT,2020-09-28 06:56:37,2023-02-06 03:09:19,2022-01-19 03:50:12,30.0,,7.0,2.0,24.0,5.0,1.0,24.0,,,,fastapi opentracing middleware works on k8s.,,,5.0,https://pypi.org/project/fastapi-opentracing,25.0,25.0,7,True,3,,
40,fastapi-auth,dmontagu/fastapi-auth,fastapi-auth,['authentication'],restful-api-authentication,https://github.com/dmontagu/fastapi-auth,https://github.com/dmontagu/fastapi-auth,,MIT,2019-12-18 03:00:54,2023-02-14 21:35:21,2019-12-18 04:11:46,1.0,,10.0,3.0,4.0,1.0,1.0,168.0,,,,Auth for use with FastAPI.,,,,https://pypi.org/project/fastapi-auth,,,6,False,3,,
